"External ID","Бригада","Статус","Выполненные работы/Вид работ","Выполненный объем, м²","Начало смены","Операционное время по фактам работ, сек","Операционное время, ручная корректировка, ч","Event stock picking out count","Расход топлива/Оборудование/Отображаемое Имя","Выполненные работы/Контракт/Отображаемое Имя","Расход материалов/Контракт/Отображаемое Имя"
"","","","Линейные","","","","","","","Вектор Крым \\2024\\",""
"","","","","","","","","","П08 Контур 700 ТП №96/63АК1812","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","П08 Вулкан 5000 №015/014","",""
"","","","","","","","","","П08 Контур 700 ТП №96/63АК1812","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"__export__.roadmark_mrp_shift_work_shift_24425_4f49a5f7","Р01 Бочкарёв","Закрыта","","0.0","2024-04-06 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24419_ac92a276","Р05 Шумик","Закрыта","Ручные","38.28","2024-04-06 09:00:00","0.0","0.0","1","К07 Вулкан 2х800","пр. Шмидта, г. Могилев \\2023\\","пр. Шмидта, г. Могилев \\2023\\"
"","","","","","","","","","Р05 воздуходувка","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"","","","","","","","","","К07 Вулкан 2х800","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"__export__.roadmark_mrp_shift_work_shift_24479_d425f99c","Р06 Христик","Закрыта","","0.0","2024-04-06 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24525_89361810","Р12 Симоненков","Закрыта","","0.0","2024-04-06 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24464_ff450859","Р13 Пиявка","Закрыта","Ручные","23.1","2024-04-06 09:00:00","0.0","0.0","1","ГАЗ В093ХТ-763/В093ХТ-763","Крым-Магистраль \\2024\\","Крым-Магистраль \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24420_86905fdc","Р19 Старикевич АА","Закрыта","","0.0","2024-04-06 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24473_73c6ceb1","П13 Омелянчук","Закрыта","","0.0","2024-04-06 09:02:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24476_e32fe687","Р04 Безсилко","Закрыта","","0.0","2024-04-06 11:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24441_72589fda","Р18 Челлура","Закрыта","","0.0","2024-04-06 19:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24448_d500de72","Р05 Шумик","Закрыта","Ручные","17.240000000000002","2024-04-07 05:00:00","0.0","0.0","1","Р05 воздуходувка","пр. Шмидта, г. Могилев \\2023\\","пр. Шмидта, г. Могилев \\2023\\"
"","","","","","","","","","К07 Вулкан 2х800","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"","","","","","","","","","Р01 ISUZU  АК 5853-1/866039048467238","",""
"__export__.roadmark_mrp_shift_work_shift_24475_32b12196","П10 Валеев","Закрыта","Линейные","375.99","2024-04-07 06:00:00","0.0","0.0","1","Котел HOFFMAN 4т","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\"
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24456_ebccee77","К01 Чурак","Закрыта","","0.0","2024-04-07 07:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24580_c50e577a","К10 Шелепов","Закрыта","","0.0","2024-04-07 07:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24463_9ea796b6","П06 Алькин","Закрыта","","0.0","2024-04-07 07:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24467_9c117db2","К05 Наумчик","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24501_140db59b","К06 Камалов_","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24481_78a088ab","П04 Старикевич","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24466_a22844b0","П07 Расщибин","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24552_b9dc60c7","П09 Мартынюк","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24470_9e021f71","П12 Крым","Закрыта","Линейные","231.09","2024-04-07 08:00:00","3018.018","0.0","1","Контур 650 ХПЭ №37","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","П02 Генератор","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"","","","","","","","","","П02 МАЗ АМ 2272-1/868324026404942","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"__export__.roadmark_mrp_shift_work_shift_24624_1e3556f7","П16 Колотилин","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24518_c55ee11d","Р01 Бочкарёв","Закрыта","Ручные","26.76","2024-04-07 08:00:00","0.0","0.0","3","Р01 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","Р01 Бензогенератор","",""
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24506_64199d1a","Р14 Порошин","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24471_60534ff4","Р17 Северенюк Д","Закрыта","","0.0","2024-04-07 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24512_a4eece62","У01 Богдан","Закрыта","Ручные","116.78","2024-04-07 08:00:00","0.0","0.0","5","Р02 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24602_e401a2c1","У02 Назарук","Закрыта","Линейные","315.75","2024-04-07 08:00:00","4614.689","1.281858","3","Контур 400 №5","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","ГАЗель NEXT АР5699-1","",""
"","","","","","","","","","JAC N120 АР 5957-1","",""
"","","","","","","","","","Контур 400 №5","",""
"","","","","","","","","","ГАЗель NEXT АР5699-1","",""
"","","","","","","","","","JAC N120 АР 5957-1","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24440_3fcde5e2","К04 Северенюк","Закрыта","","0.0","2024-04-07 08:01:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24563_216f2602","Р15 Коряков","Закрыта","","0.0","2024-04-07 08:07:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24446_e77340e1","К03 Медведь","Закрыта","","0.0","2024-04-07 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24509_8a12408e","Д02 Жолнерук","Закрыта","","0.0","2024-04-07 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24472_1973a2c6","К08 Семашко","Закрыта","Линейные","2554.75","2024-04-07 09:00:00","4810.503","0.0","3","К01 Шмель 12А  АМ 4366-1 (аренда)","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","Линейные","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\",""
"","","","","","","","","","К01 Шмель 12А  АМ 4366-1 (аренда)","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24431_6bff6fb8","П08 Латыев","Закрыта","","0.0","2024-04-07 09:00:00","0.0","0.0","0","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"__export__.roadmark_mrp_shift_work_shift_24480_5b2afecb","Р06 Христик","Закрыта","","0.0","2024-04-07 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24526_711ea5c7","Р12 Симоненков","Закрыта","","0.0","2024-04-07 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24493_a8469058","Р13 Пиявка","Закрыта","Ручные","13.200000000000001","2024-04-07 09:00:00","0.0","0.0","1","ГАЗ В093ХТ-763/В093ХТ-763","Крым-Магистраль \\2024\\","Крым-Магистраль \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24465_7878760e","Р19 Старикевич АА","Закрыта","","0.0","2024-04-07 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24474_3bdf8874","П13 Омелянчук","Закрыта","","0.0","2024-04-07 09:07:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24455_50326eff","Р16 Симинский","Закрыта","","0.0","2024-04-07 15:46:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24477_2f4152e5","Р04 Безсилко","Закрыта","Ручные","374.36","2024-04-07 19:00:00","0.0","0.0","1","","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"__export__.roadmark_mrp_shift_work_shift_24447_a3549013","Р18 Челлура","Закрыта","","0.0","2024-04-07 19:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24514_375933c3","У01 Богдан","Закрыта","Ручные","87.4","2024-04-07 23:00:00","0.0","0.0","6","","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24523_4d6dca0c","П10 Валеев","Закрыта","Линейные","453.49","2024-04-08 06:28:00","0.0","0.0","1","Контур 700 ТПС (аренда) №054","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\","А/д KR-2 км183-212 (Алихан-Мангыстау) \\2024\\"
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","Котел HOFFMAN 4т","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","Контур 700 ТПС (аренда) №054","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24611_dd0013d2","П06 Алькин","Закрыта","","0.0","2024-04-08 07:00:00","0.0","0.0","0","Газель Next М398хр716","",""
"","","","","","","","","","Газель Next М398хр716","",""
"__export__.roadmark_mrp_shift_work_shift_24491_81c39468","Р16 Симинский","Закрыта","Ручные","8.38","2024-04-08 07:59:00","0.0","0.0","1","К05 ГАЗ NEXT АР 0414-1 (новый)","пр. Шмидта, г. Могилев \\2023\\","пр. Шмидта, г. Могилев \\2023\\"
"","","","","","","","","","К03 Бензогенератор","",""
"","","","","","","","","","К05 ГАЗ NEXT АР 0414-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24515_7218fecd","К06 Камалов_","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24581_d408c8a5","К10 Шелепов","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24516_68d7885b","П04 Старикевич","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24553_f585b670","П09 Мартынюк","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24625_c989b863","П16 Колотилин","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24619_f054707a","Р14 Порошин","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24542_0435a119","Р17 Северенюк Д","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24688_6b81e84b","Т01 Гранкин (Тычковочная)","Закрыта","","0.0","2024-04-08 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24564_7677c98c","Р15 Коряков","Закрыта","","0.0","2024-04-08 08:08:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24517_5f73ea27","П07 Расщибин","Закрыта","Ручные","1.0","2024-04-08 08:24:00","0.0","0.0","1","Газель Next M422XP-716","ВАД УДС Симферополь \\2024\\","ВАД УДС Симферополь \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24492_e9a3d737","К03 Медведь","Закрыта","","0.0","2024-04-08 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24567_339717ea","К05 Наумчик","Закрыта","","0.0","2024-04-08 08:33:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24510_f4711d87","Д02 Жолнерук","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24528_6061be0f","К01 Чурак","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24522_c224a487","П08 Латыев","Закрыта","Линейные","1320.08","2024-04-08 09:00:00","0.0","0.0","1","П08 Контур 700 ТП №96/63АК1812","Крым-Магистраль \\2024\\","Крым-Магистраль \\2024\\"
"","","","Линейные","","","","","","","Крым-Магистраль \\2024\\",""
"","","","","","","","","","П08 Вулкан 5000 №015/014","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"","","","","","","","","","Газель 330232 Е064ВХ763","",""
"__export__.roadmark_mrp_shift_work_shift_24511_e918a95d","П13 Омелянчук","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24532_dc9d9c99","Р05 Шумик","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24544_114f9301","Р06 Христик","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24527_3001d6b5","Р12 Симоненков","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24539_4fa29134","Р13 Пиявка","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24513_696e031f","Р19 Старикевич АА","Закрыта","","0.0","2024-04-08 09:00:00","0.0","0.0","0","Р02 HYUNDAI АМ6919-1/357322047528085","",""
"__export__.roadmark_mrp_shift_work_shift_24529_71d45e52","Р04 Безсилко","Закрыта","Ручные","388.08","2024-04-08 19:00:00","0.0","0.0","1","","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","Ручные","","","","","","","г. Борисов (УП Жильё) \\2024\\",""
"__export__.roadmark_mrp_shift_work_shift_24534_7437ba79","Р18 Челлура","Закрыта","","0.0","2024-04-08 19:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24535_6cf87318","У01 Богдан","Закрыта","Ручные","167.52","2024-04-08 19:00:00","0.0","0.0","6","Р02 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24540_a6fe8c45","П12 Крым","Закрыта","Линейные","319.91","2024-04-08 20:00:00","0.0","0.0","1","Контур 650 ХПЭ №37","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"__export__.roadmark_mrp_shift_work_shift_24524_e7ee4fcc","К08 Семашко","Закрыта","Линейные","1056.85","2024-04-08 21:00:00","3293.441","0.0","3","К01 Шмель 12А  АМ 4366-1 (аренда)","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24533_80a3ba3d","Р01 Бочкарёв","Закрыта","Ручные","26.68","2024-04-08 21:00:00","0.0","0.0","3","Р01 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24605_43432953","У02 Назарук","Закрыта","Линейные","260.82","2024-04-08 21:00:00","88073.515","24.640718","3","Контур 400 №5","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","Линейные","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\",""
"","","","","","","","","","JAC N120 АР 5957-1","",""
"","","","","","","","","","ГАЗель NEXT АР5699-1","",""
"","","","","","","","","","Контур 400 №5","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24604_3a2fe426","Р12 Симоненков","Закрыта","","0.0","2024-04-09 03:00:00","0.0","0.0","0","К07 HYUNDAI VT (HD78)  В902ХС763","",""
"","","","","","","","","","К07 HYUNDAI VT (HD78)  В902ХС763","",""
"__export__.roadmark_mrp_shift_work_shift_24546_01dc45be","П10 Валеев","Закрыта","","0.0","2024-04-09 05:10:00","0.0","0.0","0","П06 ГАЗ АН 8428-1","",""
"","","","","","","","","","П08 КАМАЗ А872ТМ716","",""
"","","","","","","","","","П06 ГАЗ АН 8428-1","",""
"__export__.roadmark_mrp_shift_work_shift_24536_eeac6d74","К01 Чурак","Закрыта","","0.0","2024-04-09 06:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24612_99f21cac","П06 Алькин","Закрыта","","0.0","2024-04-09 07:00:00","0.0","0.0","0","Камаз P106CO716","",""
"__export__.roadmark_mrp_shift_work_shift_24637_509db509","П07 Расщибин","Закрыта","","0.0","2024-04-09 07:01:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24685_e180fdd0","Д01 Жолнерук","Закрыта","","0.0","2024-04-09 07:31:00","0.0","0.0","0","Д01 MAN АН 8499-1 (демаркиратор)","",""
"","","","","","","","","","Р07 HYUNDAI HD78 AI 1782-1/357322047475659","",""
"","","","","","","","","","Д01 MAN АН 8499-1 (демаркиратор)","",""
"","","","","","","","","","Р07 HYUNDAI HD78 AI 1782-1/357322047475659","",""
"__export__.roadmark_mrp_shift_work_shift_24549_130bbb30","К06 Камалов_","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24582_b4fc0faf","К10 Шелепов","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24548_39529950","П04 Старикевич","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24572_f1257619","П09 Мартынюк","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","Газель NEXT 5710 АР-1","",""
"","","","","","","","","","П01 МАЗ АМ 0041-1/865733029255734","",""
"","","","","","","","","","П01 МАЗ АМ 0041-1/865733029255734","",""
"","","","","","","","","","Газель NEXT 5710 АР-1","",""
"__export__.roadmark_mrp_shift_work_shift_24626_5b4b700f","П16 Колотилин","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24621_d9949d5f","Р14 Порошин","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24543_41a3897d","Р17 Северенюк Д","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","Р03 ГАЗ NEXT АН 7652-1 (новый)","",""
"__export__.roadmark_mrp_shift_work_shift_24690_4dee0c73","Т01 Гранкин (Тычковочная)","Закрыта","","0.0","2024-04-09 08:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24565_75f9a2d9","Р15 Коряков","Закрыта","","0.0","2024-04-09 08:10:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24531_73935238","К03 Медведь","Закрыта","","0.0","2024-04-09 08:30:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24568_c0c2cb71","К05 Наумчик","Закрыта","","0.0","2024-04-09 08:36:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24557_abf655b1","П08 Латыев","Закрыта","","0.0","2024-04-09 09:00:00","0.0","0.0","0","П08 Камаз C311TM716","",""
"","","","","","","","","","П08 Вулкан 5000 №015/014","",""
"","","","","","","","","","П08 Контур 700 ТП №96/63АК1812","",""
"","","","","","","","","","П08 Камаз C311TM716","",""
"__export__.roadmark_mrp_shift_work_shift_24538_ab443c15","П13 Омелянчук","Закрыта","","0.0","2024-04-09 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24596_d3a89fe5","Р01 Бочкарёв","Закрыта","Ручные","50.800000000000004","2024-04-09 09:00:00","0.0","0.0","4","Р01 Бензогенератор","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","Р04 HYUNDAI АН 0303-1/866104029839795","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24545_1deac52c","Р05 Шумик","Закрыта","","0.0","2024-04-09 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24633_c58922e0","Р06 Христик","Закрыта","","0.0","2024-04-09 09:00:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24570_21d577a6","Р13 Пиявка","Закрыта","Ручные","33.97","2024-04-09 09:00:00","0.0","0.0","3","Воздуходувка GB-26","Вектор Крым \\2024\\","Вектор Крым \\2024\\"
"","","","Ручные","","","","","","","Вектор Крым \\2024\\",""
"","","","Ручные","","","","","","","Вектор Крым \\2024\\",""
"","","","Ручные","","","","","","","Вектор Крым \\2024\\",""
"","","","Ручные","","","","","","","Вектор Крым \\2024\\",""
"","","","","","","","","","Р13 Генератор ресанта БГ4000Р","",""
"","","","","","","","","","ГАЗ В093ХТ-763/В093ХТ-763","",""
"","","","","","","","","","","","Вектор Крым \\2024\\"
"","","","","","","","","","","","Вектор Крым \\2024\\"
"__export__.roadmark_mrp_shift_work_shift_24541_13a27b34","Р19 Старикевич АА","Закрыта","Ручные","43.6","2024-04-09 09:00:00","0.0","0.0","1","Р05 LineLazer НОВЫЙ","Брест ( Для затрат)","Брест ( Для затрат)"
"","","","","","","","","","Р06 Воздуходувка Штиль","",""
"","","","","","","","","","Р02 HYUNDAI АМ6919-1/357322047528085","",""
"__export__.roadmark_mrp_shift_work_shift_24537_3836d553","Р16 Симинский","Закрыта","","0.0","2024-04-09 12:12:00","0.0","0.0","0","","",""
"__export__.roadmark_mrp_shift_work_shift_24584_c322b291","П12 Крым","Закрыта","Линейные","265.92","2024-04-09 20:00:00","0.0","0.0","1","Контур 650 ХПЭ №37","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","П02 Генератор","",""
"","","","","","","","","","К04 ГАЗ  AM 6425-1/866192035488558","",""
"","","","","","","","","","П02 МАЗ АМ 2272-1/868324026404942","",""
"","","","","","","","","","Контур 650 ХПЭ №37","",""
"__export__.roadmark_mrp_shift_work_shift_24547_96bb6b89","Р18 Челлура","Закрыта","Ручные","186.01","2024-04-09 20:00:00","0.0","0.0","1","К05 LineLazer НОВЫЙ","г. Борисов (УП Жильё) \\2024\\","г. Борисов (УП Жильё) \\2024\\"
"","","","","","","","","","Газель Next AP 9207-1","",""
"","","","","","","","","","К05 LineLazer НОВЫЙ","",""
"","","","","","","","","","Газель Next AP 9207-1","",""
"__export__.roadmark_mrp_shift_work_shift_24556_65263c63","К08 Семашко","Закрыта","Линейные","585.47","2024-04-09 21:00:00","2160.8","0.0","4","К01 Шмель 12А  АМ 4366-1 (аренда)","ул. Московская (Бр. ДЭП) \\2024\\","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","К01 Шмель 12А  АМ 4366-1 (аренда)","",""
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
"","","","","","","","","","","","ул. Московская (Бр. ДЭП) \\2024\\"
